post_link,title,body_question,body_answer,answer_id,viewcount,tags,score,score_answer,answercount,LastActivityDate,AcceptedAnswerId,CommentCount,FavoriteCount,LastEditorUserId,LastEditorDisplayName,LastEditDate,CreationDate,ClosedDate,answer_LastEditDate,answer_CreationDate
"7124735","HMAC-SHA256 Algorithm for signature calculation","<p>I am trying to create a signature using the HMAC-SHA256 algorithm and this is my code.
I am using US ASCII encoding.</p>

<pre><code>final Charset asciiCs = Charset.forName(""US-ASCII"");
final Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");
final SecretKeySpec secret_key = new javax.crypto.spec.SecretKeySpec(asciiCs.encode(""key"").array(), ""HmacSHA256"");
final byte[] mac_data = sha256_HMAC.doFinal(asciiCs.encode(""The quick brown fox jumps over the lazy dog"").array());
String result = """";
for (final byte element : mac_data)
{
    result += Integer.toString((element &amp; 0xff) + 0x100, 16).substring(1);
}
System.out.println(""Result:["" + result + ""]"");
</code></pre>

<p>The result that I am getting from the above code is:</p>

<pre><code>f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p>This is same as to that of shown in the wiki</p>

<pre><code>HMAC_SHA256(""key"", ""The quick brown fox jumps over the lazy dog"") = 0x f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p><em>except</em> for the <code>0x</code>.</p>

<p>I am looking for ideas/comments if I am doing everything right or may be I can improve my code.</p>
","<p>The 0x just denotes that the characters after it represent a hex string.</p>

<pre><code>0x1A == 1Ah == 26 == 1A
</code></pre>

<p>So the 0x is just to clarify what format the output is in, no need to worry about it. </p>
","7124789","126427","<java><character-encoding><digital-signature><hmac>","58","36","9","2019-06-19 05:13:03","7124789","2","17","608639","","2018-08-17 06:06:38","2011-08-19 16:41:52","","","2011-08-19 16:46:31"
"7124735","HMAC-SHA256 Algorithm for signature calculation","<p>I am trying to create a signature using the HMAC-SHA256 algorithm and this is my code.
I am using US ASCII encoding.</p>

<pre><code>final Charset asciiCs = Charset.forName(""US-ASCII"");
final Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");
final SecretKeySpec secret_key = new javax.crypto.spec.SecretKeySpec(asciiCs.encode(""key"").array(), ""HmacSHA256"");
final byte[] mac_data = sha256_HMAC.doFinal(asciiCs.encode(""The quick brown fox jumps over the lazy dog"").array());
String result = """";
for (final byte element : mac_data)
{
    result += Integer.toString((element &amp; 0xff) + 0x100, 16).substring(1);
}
System.out.println(""Result:["" + result + ""]"");
</code></pre>

<p>The result that I am getting from the above code is:</p>

<pre><code>f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p>This is same as to that of shown in the wiki</p>

<pre><code>HMAC_SHA256(""key"", ""The quick brown fox jumps over the lazy dog"") = 0x f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p><em>except</em> for the <code>0x</code>.</p>

<p>I am looking for ideas/comments if I am doing everything right or may be I can improve my code.</p>
","<p>The answer that you got there is correct. One minor thing in the code above, you need to init(key) before you can call doFinal()</p>

<pre><code>    final Charset charSet = Charset.forName(""US-ASCII"");
    final Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");

    final SecretKeySpec secret_key = new javax.crypto.spec.SecretKeySpec(charSet.encode(""key"").array(), ""HmacSHA256"");
    try {
        sha256_HMAC.init(secret_key);
    } catch (InvalidKeyException e) {
        // TODO Auto-generated catch block
        e.printStackTrace();
    }
    ...
</code></pre>
","9168323","126427","<java><character-encoding><digital-signature><hmac>","58","14","9","2019-06-19 05:13:03","7124789","2","17","608639","","2018-08-17 06:06:38","2011-08-19 16:41:52","","","2012-02-06 22:31:20"
"7124735","HMAC-SHA256 Algorithm for signature calculation","<p>I am trying to create a signature using the HMAC-SHA256 algorithm and this is my code.
I am using US ASCII encoding.</p>

<pre><code>final Charset asciiCs = Charset.forName(""US-ASCII"");
final Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");
final SecretKeySpec secret_key = new javax.crypto.spec.SecretKeySpec(asciiCs.encode(""key"").array(), ""HmacSHA256"");
final byte[] mac_data = sha256_HMAC.doFinal(asciiCs.encode(""The quick brown fox jumps over the lazy dog"").array());
String result = """";
for (final byte element : mac_data)
{
    result += Integer.toString((element &amp; 0xff) + 0x100, 16).substring(1);
}
System.out.println(""Result:["" + result + ""]"");
</code></pre>

<p>The result that I am getting from the above code is:</p>

<pre><code>f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p>This is same as to that of shown in the wiki</p>

<pre><code>HMAC_SHA256(""key"", ""The quick brown fox jumps over the lazy dog"") = 0x f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p><em>except</em> for the <code>0x</code>.</p>

<p>I am looking for ideas/comments if I am doing everything right or may be I can improve my code.</p>
","<p>Here is my solution:</p>

<pre><code>public static String encode(String key, String data) throws Exception {
  Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");
  SecretKeySpec secret_key = new SecretKeySpec(key.getBytes(""UTF-8""), ""HmacSHA256"");
  sha256_HMAC.init(secret_key);

  return Hex.encodeHexString(sha256_HMAC.doFinal(data.getBytes(""UTF-8"")));
}

public static void main(String [] args) throws Exception {
  System.out.println(encode(""key"", ""The quick brown fox jumps over the lazy dog""));
}
</code></pre>

<p>Or you can return the hash encoded in Base64:</p>

<pre><code>Base64.encodeBase64String(sha256_HMAC.doFinal(data.getBytes(""UTF-8"")));
</code></pre>

<p>The output in hex is as expected:</p>

<pre><code>f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>
","11804805","126427","<java><character-encoding><digital-signature><hmac>","58","66","9","2019-06-19 05:13:03","7124789","2","17","608639","","2018-08-17 06:06:38","2011-08-19 16:41:52","","2015-06-09 02:10:16","2012-08-04 00:09:35"
"7124735","HMAC-SHA256 Algorithm for signature calculation","<p>I am trying to create a signature using the HMAC-SHA256 algorithm and this is my code.
I am using US ASCII encoding.</p>

<pre><code>final Charset asciiCs = Charset.forName(""US-ASCII"");
final Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");
final SecretKeySpec secret_key = new javax.crypto.spec.SecretKeySpec(asciiCs.encode(""key"").array(), ""HmacSHA256"");
final byte[] mac_data = sha256_HMAC.doFinal(asciiCs.encode(""The quick brown fox jumps over the lazy dog"").array());
String result = """";
for (final byte element : mac_data)
{
    result += Integer.toString((element &amp; 0xff) + 0x100, 16).substring(1);
}
System.out.println(""Result:["" + result + ""]"");
</code></pre>

<p>The result that I am getting from the above code is:</p>

<pre><code>f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p>This is same as to that of shown in the wiki</p>

<pre><code>HMAC_SHA256(""key"", ""The quick brown fox jumps over the lazy dog"") = 0x f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p><em>except</em> for the <code>0x</code>.</p>

<p>I am looking for ideas/comments if I am doing everything right or may be I can improve my code.</p>
","<p>Here is my solution:</p>

<pre><code>public String HMAC_SHA256(String secret, String message)
{
    String hash="""";
    try{
        Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");
        SecretKeySpec secret_key = new SecretKeySpec(secret.getBytes(), ""HmacSHA256"");
        sha256_HMAC.init(secret_key);

        hash = Base64.encodeToString(sha256_HMAC.doFinal(message.getBytes()), Base64.DEFAULT);
    }catch (Exception e)
    {

    }
    return hash.trim();
}
</code></pre>
","35252367","126427","<java><character-encoding><digital-signature><hmac>","58","0","9","2019-06-19 05:13:03","7124789","2","17","608639","","2018-08-17 06:06:38","2011-08-19 16:41:52","","","2016-02-07 10:36:25"
"7124735","HMAC-SHA256 Algorithm for signature calculation","<p>I am trying to create a signature using the HMAC-SHA256 algorithm and this is my code.
I am using US ASCII encoding.</p>

<pre><code>final Charset asciiCs = Charset.forName(""US-ASCII"");
final Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");
final SecretKeySpec secret_key = new javax.crypto.spec.SecretKeySpec(asciiCs.encode(""key"").array(), ""HmacSHA256"");
final byte[] mac_data = sha256_HMAC.doFinal(asciiCs.encode(""The quick brown fox jumps over the lazy dog"").array());
String result = """";
for (final byte element : mac_data)
{
    result += Integer.toString((element &amp; 0xff) + 0x100, 16).substring(1);
}
System.out.println(""Result:["" + result + ""]"");
</code></pre>

<p>The result that I am getting from the above code is:</p>

<pre><code>f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p>This is same as to that of shown in the wiki</p>

<pre><code>HMAC_SHA256(""key"", ""The quick brown fox jumps over the lazy dog"") = 0x f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p><em>except</em> for the <code>0x</code>.</p>

<p>I am looking for ideas/comments if I am doing everything right or may be I can improve my code.</p>
","<p>This is working fine for me</p>

<p>I have add dependency</p>

<pre><code>compile 'commons-codec:commons-codec:1.9'
</code></pre>

<p>ref: <a href=""http://mvnrepository.com/artifact/commons-codec/commons-codec/1.9"" rel=""noreferrer"">http://mvnrepository.com/artifact/commons-codec/commons-codec/1.9</a></p>

<p>my function </p>

<pre><code>public String encode(String key, String data) {
    try {

        Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");
        SecretKeySpec secret_key = new SecretKeySpec(key.getBytes(""UTF-8""), ""HmacSHA256"");
        sha256_HMAC.init(secret_key);

        return new String(Hex.encodeHex(sha256_HMAC.doFinal(data.getBytes(""UTF-8""))));

    } catch (NoSuchAlgorithmException e) {
        e.printStackTrace();
    } catch (InvalidKeyException e) {
        e.printStackTrace();
    } catch (UnsupportedEncodingException e) {
        e.printStackTrace();
    }

    return null;
}
</code></pre>
","35982128","126427","<java><character-encoding><digital-signature><hmac>","58","7","9","2019-06-19 05:13:03","7124789","2","17","608639","","2018-08-17 06:06:38","2011-08-19 16:41:52","","","2016-03-14 07:54:07"
"7124735","HMAC-SHA256 Algorithm for signature calculation","<p>I am trying to create a signature using the HMAC-SHA256 algorithm and this is my code.
I am using US ASCII encoding.</p>

<pre><code>final Charset asciiCs = Charset.forName(""US-ASCII"");
final Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");
final SecretKeySpec secret_key = new javax.crypto.spec.SecretKeySpec(asciiCs.encode(""key"").array(), ""HmacSHA256"");
final byte[] mac_data = sha256_HMAC.doFinal(asciiCs.encode(""The quick brown fox jumps over the lazy dog"").array());
String result = """";
for (final byte element : mac_data)
{
    result += Integer.toString((element &amp; 0xff) + 0x100, 16).substring(1);
}
System.out.println(""Result:["" + result + ""]"");
</code></pre>

<p>The result that I am getting from the above code is:</p>

<pre><code>f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p>This is same as to that of shown in the wiki</p>

<pre><code>HMAC_SHA256(""key"", ""The quick brown fox jumps over the lazy dog"") = 0x f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p><em>except</em> for the <code>0x</code>.</p>

<p>I am looking for ideas/comments if I am doing everything right or may be I can improve my code.</p>
","<p>If but any chance you found a solution how to calculate HMAC-SHA256 here, but you're getting an exception like this one:</p>

<blockquote>
  <p>java.lang.NoSuchMethodError: No static method
  encodeHexString([B)Ljava/lang/String; in class
  Lorg/apache/commons/codec/binary/Hex; or its super classes
  (declaration of 'org.apache.commons.codec.binary.Hex' appears in
  /system/framework/org.apache.http.legacy.boot.jar)</p>
</blockquote>

<p>Then use:</p>

<pre><code>public static String encode(String key, String data) {
    try {
        Mac hmac = Mac.getInstance(""HmacSHA256"");
        SecretKeySpec secret_key = new SecretKeySpec(key.getBytes(""UTF-8""), ""HmacSHA256"");
        hmac.init(secret_key);
        return new String(Hex.encodeHex(hmac.doFinal(data.getBytes(""UTF-8""))));
    } catch (Exception e) {
        throw new RuntimeException(e);
    }
}
</code></pre>
","40878298","126427","<java><character-encoding><digital-signature><hmac>","58","0","9","2019-06-19 05:13:03","7124789","2","17","608639","","2018-08-17 06:06:38","2011-08-19 16:41:52","","","2016-11-30 00:33:24"
"7124735","HMAC-SHA256 Algorithm for signature calculation","<p>I am trying to create a signature using the HMAC-SHA256 algorithm and this is my code.
I am using US ASCII encoding.</p>

<pre><code>final Charset asciiCs = Charset.forName(""US-ASCII"");
final Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");
final SecretKeySpec secret_key = new javax.crypto.spec.SecretKeySpec(asciiCs.encode(""key"").array(), ""HmacSHA256"");
final byte[] mac_data = sha256_HMAC.doFinal(asciiCs.encode(""The quick brown fox jumps over the lazy dog"").array());
String result = """";
for (final byte element : mac_data)
{
    result += Integer.toString((element &amp; 0xff) + 0x100, 16).substring(1);
}
System.out.println(""Result:["" + result + ""]"");
</code></pre>

<p>The result that I am getting from the above code is:</p>

<pre><code>f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p>This is same as to that of shown in the wiki</p>

<pre><code>HMAC_SHA256(""key"", ""The quick brown fox jumps over the lazy dog"") = 0x f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p><em>except</em> for the <code>0x</code>.</p>

<p>I am looking for ideas/comments if I am doing everything right or may be I can improve my code.</p>
","<p>If you're using Guava, its latest release now lets you use </p>

<pre><code> Hashing.hmacSha256()
</code></pre>

<p>Further documentation here:  <a href=""https://guava.dev/releases/23.0/api/docs/com/google/common/hash/Hashing.html#hmacSha256-byte:A-"" rel=""nofollow noreferrer"">https://guava.dev/releases/23.0/api/docs/com/google/common/hash/Hashing.html#hmacSha256-byte:A-</a></p>
","41625076","126427","<java><character-encoding><digital-signature><hmac>","58","12","9","2019-06-19 05:13:03","7124789","2","17","608639","","2018-08-17 06:06:38","2011-08-19 16:41:52","","2019-06-19 05:13:03","2017-01-12 23:44:47"
"7124735","HMAC-SHA256 Algorithm for signature calculation","<p>I am trying to create a signature using the HMAC-SHA256 algorithm and this is my code.
I am using US ASCII encoding.</p>

<pre><code>final Charset asciiCs = Charset.forName(""US-ASCII"");
final Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");
final SecretKeySpec secret_key = new javax.crypto.spec.SecretKeySpec(asciiCs.encode(""key"").array(), ""HmacSHA256"");
final byte[] mac_data = sha256_HMAC.doFinal(asciiCs.encode(""The quick brown fox jumps over the lazy dog"").array());
String result = """";
for (final byte element : mac_data)
{
    result += Integer.toString((element &amp; 0xff) + 0x100, 16).substring(1);
}
System.out.println(""Result:["" + result + ""]"");
</code></pre>

<p>The result that I am getting from the above code is:</p>

<pre><code>f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p>This is same as to that of shown in the wiki</p>

<pre><code>HMAC_SHA256(""key"", ""The quick brown fox jumps over the lazy dog"") = 0x f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p><em>except</em> for the <code>0x</code>.</p>

<p>I am looking for ideas/comments if I am doing everything right or may be I can improve my code.</p>
","<p><strong>Java simple code to generate encoded(HMAC-x) signatures.</strong> <em>(Tried using Java-8 and Eclipse)</em></p>

<pre><code>import java.io.UnsupportedEncodingException;
import java.security.InvalidKeyException;
import java.security.NoSuchAlgorithmException;

import javax.crypto.Mac;
import javax.crypto.spec.SecretKeySpec;

import com.sun.org.apache.xml.internal.security.utils.Base64;

/**
 * Encryption class to show how to generate encoded(HMAC-x) signatures.
 * 
 */
public class Encryption {

    public static void main(String args[]) {

        String message = ""This is my message."";
        String key = ""your_key"";
        String algorithm = ""HmacMD5"";  // OPTIONS= HmacSHA512, HmacSHA256, HmacSHA1, HmacMD5

        try {

            // 1. Get an algorithm instance.
            Mac sha256_hmac = Mac.getInstance(algorithm);

            // 2. Create secret key.
            SecretKeySpec secret_key = new SecretKeySpec(key.getBytes(""UTF-8""), algorithm);

            // 3. Assign secret key algorithm.
            sha256_hmac.init(secret_key);

            // 4. Generate Base64 encoded cipher string.
            String hash = Base64.encode(sha256_hmac.doFinal(message.getBytes(""UTF-8"")));

            // You can use any other encoding format to get hash text in that encoding.
            System.out.println(hash);

            /**
             * Here are the outputs for given algorithms:-
             * 
             * HmacMD5 = hpytHW6XebJ/hNyJeX/A2w==
             * HmacSHA1 = CZbtauhnzKs+UkBmdC1ssoEqdOw=
             * HmacSHA256 =gCZJBUrp45o+Z5REzMwyJrdbRj8Rvfoy33ULZ1bySXM=
             * HmacSHA512 = OAqi5yEbt2lkwDuFlO6/4UU6XmU2JEDuZn6+1pY4xLAq/JJGSNfSy1if499coG1K2Nqz/yyAMKPIx9C91uLj+w==
             */

        } catch (NoSuchAlgorithmException e) {

            e.printStackTrace();

        } catch (UnsupportedEncodingException e) {

            e.printStackTrace();

        } catch (InvalidKeyException e) {

            e.printStackTrace();

        }

    }

}
</code></pre>

<blockquote>
  <p>NOTE: You can use any other Algorithms and can try generating <code>HmacMD5</code>, <code>HmacSHA1</code>, <code>HmacSHA256</code>, <code>HmacSHA512</code> signatures.</p>
</blockquote>
","48295017","126427","<java><character-encoding><digital-signature><hmac>","58","3","9","2019-06-19 05:13:03","7124789","2","17","608639","","2018-08-17 06:06:38","2011-08-19 16:41:52","","2019-04-30 05:07:19","2018-01-17 06:40:21"
"7124735","HMAC-SHA256 Algorithm for signature calculation","<p>I am trying to create a signature using the HMAC-SHA256 algorithm and this is my code.
I am using US ASCII encoding.</p>

<pre><code>final Charset asciiCs = Charset.forName(""US-ASCII"");
final Mac sha256_HMAC = Mac.getInstance(""HmacSHA256"");
final SecretKeySpec secret_key = new javax.crypto.spec.SecretKeySpec(asciiCs.encode(""key"").array(), ""HmacSHA256"");
final byte[] mac_data = sha256_HMAC.doFinal(asciiCs.encode(""The quick brown fox jumps over the lazy dog"").array());
String result = """";
for (final byte element : mac_data)
{
    result += Integer.toString((element &amp; 0xff) + 0x100, 16).substring(1);
}
System.out.println(""Result:["" + result + ""]"");
</code></pre>

<p>The result that I am getting from the above code is:</p>

<pre><code>f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p>This is same as to that of shown in the wiki</p>

<pre><code>HMAC_SHA256(""key"", ""The quick brown fox jumps over the lazy dog"") = 0x f7bc83f430538424b13298e6aa6fb143ef4d59a14946175997479dbc2d1a3cd8
</code></pre>

<p><em>except</em> for the <code>0x</code>.</p>

<p>I am looking for ideas/comments if I am doing everything right or may be I can improve my code.</p>
","<h1>Try this</h1>

<p>Sorry for being late, I have tried all above answers but none of them is giving me correct value, After doing the lot of R&amp;D I have found a simple way that gives me exact value.</p>

<ol>
<li><p>Declare this method in your class</p>

<pre><code>private String hmacSha(String KEY, String VALUE, String SHA_TYPE) {
try {
    SecretKeySpec signingKey = new SecretKeySpec(KEY.getBytes(""UTF-8""), SHA_TYPE);
    Mac mac = Mac.getInstance(SHA_TYPE);
    mac.init(signingKey);
    byte[] rawHmac = mac.doFinal(VALUE.getBytes(""UTF-8""));
    byte[] hexArray = {(byte)'0', (byte)'1', (byte)'2', (byte)'3', (byte)'4', (byte)'5', (byte)'6', (byte)'7', (byte)'8', (byte)'9', (byte)'a', (byte)'b', (byte)'c', (byte)'d', (byte)'e', (byte)'f'};
    byte[] hexChars = new byte[rawHmac.length * 2];
    for ( int j = 0; j &lt; rawHmac.length; j++ ) {
        int v = rawHmac[j] &amp; 0xFF;
        hexChars[j * 2] = hexArray[v &gt;&gt;&gt; 4];
        hexChars[j * 2 + 1] = hexArray[v &amp; 0x0F];
    }
    return new String(hexChars);
}
catch (Exception ex) {
    throw new RuntimeException(ex);
}
</code></pre>

<p>}</p></li>
<li><p>Use this like </p>

<pre><code>Log.e(""TAG"", ""onCreate: ""+hmacSha(""key"",""text"",""HmacSHA256""));
</code></pre></li>
</ol>

<p><strong>Verification</strong></p>

<p>1.Android studio output
<a href=""https://i.stack.imgur.com/mxoEt.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/mxoEt.png"" alt=""Android studio output""></a>
2. Online HMAC generator Output(Visit <a href=""https://codebeautify.org/hmac-generator"" rel=""nofollow noreferrer"">here</a> for Online Genrator)
<a href=""https://i.stack.imgur.com/N6mSz.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/N6mSz.png"" alt=""enter image description here""></a></p>
","49167920","126427","<java><character-encoding><digital-signature><hmac>","58","2","9","2019-06-19 05:13:03","7124789","2","17","608639","","2018-08-17 06:06:38","2011-08-19 16:41:52","","","2018-03-08 07:46:07"
"7285059","HMAC-SHA1 in bash","<p>Is there a bash script to generate a <code>HMAC-SHA1</code> hash?</p>

<p>I'm looking for something equivalent to the following PHP code:</p>

<pre><code>hash_hmac(""sha1"", ""value"", ""key"");
</code></pre>
","<p>I realise this isn't exactly what you're asking for, but there's no point in reinventing the wheel and writing a bash version.</p>

<p>You can simply use the <a href=""https://www.openssl.org/docs/man1.1.0/apps/dgst.html"" rel=""noreferrer""><code>openssl</code></a> command to generate the hash within your script.</p>

<pre><code>[me@home] echo -n ""value"" | openssl dgst -sha1 -hmac ""key""
57443a4c052350a44638835d64fd66822f813319
</code></pre>

<p>Or simply:</p>

<pre><code>[me@home] echo -n ""value"" | openssl sha1 -hmac ""key""
57443a4c052350a44638835d64fd66822f813319
</code></pre>

<p>Remember to use <code>-n</code> with <code>echo</code> or else a line break character is appended to the string and that changes your data and the hash.</p>

<p>That command comes from the OpenSSL package which should already be installed (or easily installed) in your choice of Linux/Unix, Cygwin and the likes.</p>

<p>Do note that older versions of <code>openssl</code> (such as that shipped with RHEL4) may not provide the <code>-hmac</code> option.</p>

<hr>

<p>As an alternative solution, but mainly to prove that the results are the same, we can also call PHP's <code>hmac_sha1()</code> from the command line:</p>

<pre><code>[me@home]$ echo '&lt;?= hash_hmac(""sha1"", ""value"", ""key"") ?&gt;' | php
57443a4c052350a44638835d64fd66822f813319
</code></pre>
","7285256","79230","<bash><sha1><hmac>","87","171","4","2017-02-14 19:38:07","7285256","0","40","411022","","2013-11-03 14:56:28","2011-09-02 14:36:52","","2017-02-14 19:38:07","2011-09-02 14:52:23"
